profession,nation,salary_type,salary
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,28331.33
Early Years Practitioner,England,Max,22310.93
Early Years Practitioner,England,Max,55246.1
Early Years Practitioner,England,Max,55246.1
Early Years Practitioner,England,Max,81725.0
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,20398.56
Early Years Practitioner,England,Max,27623.05
Early Years Practitioner,England,Max,27623.05
Early Years Practitioner,England,Max,24081.63
Early Years Practitioner,England,Max,31872.75
Early Years Practitioner,Wales,Max,22665.07
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,32607.19
Early Years Practitioner,England,Max,22310.93
Early Years Practitioner,England,Max,67995.2
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,38138.33
Early Years Practitioner,England,Max,35414.17
Early Years Practitioner,England,Max,22338.17
Early Years Practitioner,England,Max,25009.49
Early Years Practitioner,England,Max,25009.49
Early Years Practitioner,England,Max,31872.75
Early Years Practitioner,England,Max,23972.67
Early Years Practitioner,England,Max,23972.67
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,29965.83
Early Years Practitioner,England,Max,43586.67
Early Years Practitioner,England,Max,24081.63
Early Years Practitioner,England,Max,37114.05
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,23972.67
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,20186.08
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,England,Max,26560.63
Early Years Practitioner,England,Max,38138.33
Early Years Practitioner,England,Max,26696.83
Early Years Practitioner,England,Max,26152.0
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,26560.63
Early Years Practitioner,England,Max,25009.49
Early Years Practitioner,England,Max,20398.56
Early Years Practitioner,England,Max,42497.0
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,49035.0
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,26064.83
Early Years Practitioner,England,Max,23231.69
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,23525.9
Early Years Practitioner,England,Max,22310.93
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,36122.45
Early Years Practitioner,England,Max,22629.65
Early Years Practitioner,England,Max,21248.5
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,39663.87
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,33561.73
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,29421.0
Early Years Practitioner,England,Max,33561.73
Early Years Practitioner,England,Max,29965.83
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,29421.0
Early Years Practitioner,,Max,26064.83
Early Years Practitioner,England,Max,26064.83
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,28876.17
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,England,Max,29421.0
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,30827.76
Early Years Practitioner,England,Max,22479.82
Early Years Practitioner,England,Max,38138.33
Early Years Practitioner,England,Max,15825.23
Early Years Practitioner,England,Max,28571.06
Early Years Practitioner,England,Max,28897.96
Early Years Practitioner,England,Max,22827.43
Early Years Practitioner,England,Max,24649.35
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,33997.6
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,32690.0
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,18570.1
Early Years Practitioner,England,Max,40275.17
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,38138.33
Early Years Practitioner,England,Max,36830.73
Early Years Practitioner,England,Max,38138.33
Early Years Practitioner,England,Max,38138.33
Early Years Practitioner,England,Max,38138.33
Early Years Practitioner,England,Max,38138.33
Early Years Practitioner,England,Max,38138.33
Early Years Practitioner,England,Max,38138.33
Early Years Practitioner,England,Max,22861.21
Early Years Practitioner,England,Max,23972.67
Early Years Practitioner,England,Max,26696.83
Early Years Practitioner,England,Max,25062.33
Early Years Practitioner,England,Max,50996.4
Early Years Practitioner,England,Max,25062.33
Early Years Practitioner,England,Max,23972.67
Early Years Practitioner,England,Max,25062.33
Early Years Practitioner,England,Max,25062.33
Early Years Practitioner,England,Max,32690.0
Early Years Practitioner,England,Max,25607.17
Early Years Practitioner,Scotland,Max,22883.0
Early Years Practitioner,England,Max,23972.67
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,23972.67
Early Years Practitioner,England,Max,41407.33
Early Years Practitioner,England,Max,26587.87
Early Years Practitioner,England,Max,24517.5
Early Years Practitioner,England,Max,25062.33
Early Years Practitioner,England,Max,28331.33
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,26152.0
Early Years Practitioner,England,Max,26914.77
Early Years Practitioner,England,Max,25944.42
Early Years Practitioner,England,Max,45330.13
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,21142.26
Early Years Practitioner,England,Max,21142.26
Early Years Practitioner,England,Max,21531.81
Early Years Practitioner,England,Max,19831.93
Early Years Practitioner,England,Max,53546.22
Early Years Practitioner,England,Max,24718.0
Early Years Practitioner,England,Max,24718.0
Early Years Practitioner,England,Max,24718.0
Early Years Practitioner,England,Max,24718.0
Early Years Practitioner,England,Max,24718.0
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,Wales,Max,25498.2
Early Years Practitioner,Wales,Max,25498.2
Early Years Practitioner,England,Max,24718.0
Early Years Practitioner,England,Max,24718.0
Early Years Practitioner,England,Max,24718.0
Early Years Practitioner,England,Max,24718.0
Early Years Practitioner,England,Max,24718.0
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,Wales,Max,42497.0
Early Years Practitioner,England,Max,21036.02
Early Years Practitioner,England,Max,24718.0
Early Years Practitioner,England,Max,24718.0
Early Years Practitioner,England,Max,22883.0
Early Years Practitioner,England,Max,22883.0
Early Years Practitioner,England,Max,22883.0
Early Years Practitioner,Wales,Max,21248.5
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,180612.26
Early Years Practitioner,England,Max,24223.29
Early Years Practitioner,England,Max,24223.29
Early Years Practitioner,England,Max,24223.29
Early Years Practitioner,England,Max,24223.29
Early Years Practitioner,England,Max,24223.29
Early Years Practitioner,England,Max,24223.29
Early Years Practitioner,England,Max,24223.29
Early Years Practitioner,England,Max,24223.29
Early Years Practitioner,England,Max,24223.29
Early Years Practitioner,England,Max,24223.29
Early Years Practitioner,England,Max,20398.56
Early Years Practitioner,England,Max,20611.05
Early Years Practitioner,England,Max,20186.08
Early Years Practitioner,England,Max,26152.0
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,England,Max,59931.67
Early Years Practitioner,Wales,Max,25607.17
Early Years Practitioner,Wales,Max,25607.17
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,22310.93
Early Years Practitioner,England,Max,22310.93
Early Years Practitioner,England,Max,24081.63
Early Years Practitioner,England,Max,39663.87
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,29421.0
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,35414.17
Early Years Practitioner,,Max,32690.0
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,43586.67
Early Years Practitioner,England,Max,34869.33
Early Years Practitioner,England,Max,25062.33
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,England,Max,22842.14
Early Years Practitioner,England,Max,34869.33
Early Years Practitioner,England,Max,25062.33
Early Years Practitioner,England,Max,34869.33
Early Years Practitioner,England,Max,23972.67
Early Years Practitioner,England,Max,23972.67
Early Years Practitioner,England,Max,26152.0
Early Years Practitioner,England,Max,25062.33
Early Years Practitioner,England,Max,26152.0
Early Years Practitioner,England,Max,35959.0
Early Years Practitioner,England,Max,26152.0
Early Years Practitioner,England,Max,21567.23
Early Years Practitioner,England,Max,21567.23
Early Years Practitioner,England,Max,26744.78
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,53829.53
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,32690.0
Early Years Practitioner,,Max,34869.33
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,32581.03
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,31164.47
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,59495.8
Early Years Practitioner,England,Max,35414.17
Early Years Practitioner,Wales,Max,26156.9
Early Years Practitioner,Wales,Max,26156.9
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,29046.7
Early Years Practitioner,England,Max,28331.33
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,24081.63
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,28331.33
Early Years Practitioner,Wales,Max,21248.5
Early Years Practitioner,England,Max,22629.65
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,22629.65
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,29421.0
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,50996.4
Early Years Practitioner,England,Max,50996.4
Early Years Practitioner,England,Max,43586.67
Early Years Practitioner,England,Max,24081.63
Early Years Practitioner,England,Max,39663.87
Early Years Practitioner,,Max,30510.67
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,25944.42
Early Years Practitioner,England,Max,25944.42
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,21248.5
Early Years Practitioner,England,Max,41080.43
Early Years Practitioner,England,Max,21248.5
Early Years Practitioner,England,Max,25009.49
Early Years Practitioner,England,Max,22883.0
Early Years Practitioner,England,Max,25062.33
Early Years Practitioner,England,Max,27568.57
Early Years Practitioner,England,Max,26696.83
Early Years Practitioner,England,Max,27568.57
Early Years Practitioner,England,Max,25607.17
Early Years Practitioner,England,Max,38138.33
Early Years Practitioner,England,Max,29421.0
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,59495.8
Early Years Practitioner,England,Max,61620.65
Early Years Practitioner,,Max,32690.0
Early Years Practitioner,England,Max,
Early Years Practitioner,,Max,38138.33
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,England,Max,35959.0
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,20186.08
Early Years Practitioner,England,Max,20186.08
Early Years Practitioner,England,Max,20186.08
Early Years Practitioner,England,Max,20186.08
Early Years Practitioner,England,Max,20186.08
Early Years Practitioner,England,Max,20611.05
Early Years Practitioner,England,Max,20611.05
Early Years Practitioner,England,Max,20611.05
Early Years Practitioner,England,Max,20611.05
Early Years Practitioner,England,Max,20611.05
Early Years Practitioner,England,Max,28331.33
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,Northern Ireland,Max,
Early Years Practitioner,England,Max,33997.6
Early Years Practitioner,England,Max,10624.25
Early Years Practitioner,England,Max,25607.17
Early Years Practitioner,England,Max,25607.17
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,24081.63
Early Years Practitioner,England,Max,44240.47
Early Years Practitioner,England,Max,30151.08
Early Years Practitioner,England,Max,18102.63
Early Years Practitioner,England,Max,24991.51
Early Years Practitioner,England,Max,22211.77
Early Years Practitioner,England,Max,21917.56
Early Years Practitioner,England,Max,25607.17
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,25607.17
Early Years Practitioner,,Max,28571.06
Early Years Practitioner,,Max,26032.14
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,25607.17
Early Years Practitioner,,Max,24649.35
Early Years Practitioner,England,Max,40275.17
Early Years Practitioner,England,Max,25607.17
Early Years Practitioner,England,Max,25607.17
Early Years Practitioner,England,Max,25607.17
Early Years Practitioner,England,Max,25607.17
Early Years Practitioner,England,Max,25607.17
Early Years Practitioner,England,Max,25607.17
Early Years Practitioner,England,Max,27686.8
Early Years Practitioner,England,Max,27686.8
Early Years Practitioner,England,Max,25645.31
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,35829.33
Early Years Practitioner,England,Max,25009.49
Early Years Practitioner,England,Max,25944.42
Early Years Practitioner,England,Max,24265.79
Early Years Practitioner,England,Max,25944.42
Early Years Practitioner,England,Max,24265.79
Early Years Practitioner,England,Max,29046.7
Early Years Practitioner,England,Max,25944.42
Early Years Practitioner,England,Max,27686.8
Early Years Practitioner,England,Max,24265.79
Early Years Practitioner,England,Max,25944.42
Early Years Practitioner,England,Max,24265.79
Early Years Practitioner,England,Max,25944.42
Early Years Practitioner,England,Max,21036.02
Early Years Practitioner,England,Max,24265.79
Early Years Practitioner,England,Max,25944.42
Early Years Practitioner,England,Max,25944.42
Early Years Practitioner,England,Max,24265.79
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,20921.6
Early Years Practitioner,England,Max,27786.5
Early Years Practitioner,England,Max,27786.5
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,28876.17
Early Years Practitioner,England,Max,29421.0
Early Years Practitioner,England,Max,29421.0
Early Years Practitioner,,Max,
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,21248.5
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,31164.47
Early Years Practitioner,England,Max,22629.65
Early Years Practitioner,England,Max,22629.65
Early Years Practitioner,England,Max,22629.65
Early Years Practitioner,England,Max,53546.22
Early Years Practitioner,England,Max,11686.68
Early Years Practitioner,England,Max,26879.35
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,England,Max,26152.0
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,56662.67
Early Years Practitioner,England,Max,28331.33
Early Years Practitioner,England,Max,39663.87
Early Years Practitioner,England,Max,21248.5
Early Years Practitioner,England,Max,39663.87
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,23972.67
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,26879.35
Early Years Practitioner,England,Max,27623.05
Early Years Practitioner,England,Max,27623.05
Early Years Practitioner,England,Max,44824.53
Early Years Practitioner,England,Max,24081.63
Early Years Practitioner,England,Max,24081.63
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,22948.38
Early Years Practitioner,England,Max,26560.63
Early Years Practitioner,England,Max,22629.65
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,21248.5
Early Years Practitioner,England,Max,56662.67
Early Years Practitioner,England,Max,26325.26
Early Years Practitioner,England,Max,26560.63
Early Years Practitioner,England,Max,26560.63
Early Years Practitioner,Wales,Max,25607.17
Early Years Practitioner,Wales,Max,25607.17
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,27623.05
Early Years Practitioner,England,Max,326900.01
Early Years Practitioner,England,Max,39663.87
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,25008.94
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,27623.05
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,40230.49
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,Scotland,Max,30510.67
Early Years Practitioner,England,Max,23114.01
Early Years Practitioner,England,Max,32690.0
Early Years Practitioner,England,Max,29421.0
Early Years Practitioner,England,Max,
Early Years Practitioner,,Max,25498.2
Early Years Practitioner,England,Max,25062.33
Early Years Practitioner,England,Max,27516.81
Early Years Practitioner,England,Max,24190.6
Early Years Practitioner,England,Max,27516.81
Early Years Practitioner,England,Max,22883.0
Early Years Practitioner,England,Max,26879.35
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,435866.68
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,50846.03
Early Years Practitioner,England,Max,
Early Years Practitioner,,Max,24053.3
Early Years Practitioner,,Max,27623.05
Early Years Practitioner,England,Max,45330.13
Early Years Practitioner,England,Max,24931.57
Early Years Practitioner,,Max,27623.05
Early Years Practitioner,England,Max,22629.65
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,England,Max,
Early Years Practitioner,,Max,32690.0
Early Years Practitioner,England,Max,20186.08
Early Years Practitioner,England,Max,41080.43
Early Years Practitioner,England,Max,22629.65
Early Years Practitioner,England,Max,31164.47
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,37360.53
Early Years Practitioner,,Max,37360.53
Early Years Practitioner,England,Max,37360.53
Early Years Practitioner,England,Max,21248.5
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,,Max,
Early Years Practitioner,England,Max,23798.32
Early Years Practitioner,England,Max,24081.63
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,36830.73
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,27623.05
Early Years Practitioner,England,Max,29787.13
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,England,Max,25018.75
Early Years Practitioner,,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,23275.28
Early Years Practitioner,England,Max,
Early Years Practitioner,,Max,
Early Years Practitioner,England,Max,66295.32
Early Years Practitioner,England,Max,29787.13
Early Years Practitioner,England,Max,25062.33
Early Years Practitioner,England,Max,26342.69
Early Years Practitioner,England,Max,26914.77
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,27623.05
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,59495.8
Early Years Practitioner,England,Max,39228.0
Early Years Practitioner,England,Max,28331.33
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,22629.65
Early Years Practitioner,England,Max,22629.65
Early Years Practitioner,England,Max,53829.53
Early Years Practitioner,England,Max,33997.6
Early Years Practitioner,England,Max,26560.63
Early Years Practitioner,England,Max,21248.5
Early Years Practitioner,England,Max,26560.63
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,26879.35
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,34869.33
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,26560.63
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,45334.49
Early Years Practitioner,England,Max,26560.63
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,20921.6
Early Years Practitioner,Wales,Max,25607.17
Early Years Practitioner,Wales,Max,25607.17
Early Years Practitioner,England,Max,24265.79
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,24265.79
Early Years Practitioner,England,Max,20186.08
Early Years Practitioner,England,Max,20186.08
Early Years Practitioner,England,Max,20186.08
Early Years Practitioner,England,Max,20186.08
Early Years Practitioner,England,Max,20186.08
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,159363.75
Early Years Practitioner,England,Max,24265.79
Early Years Practitioner,England,Max,36830.73
Early Years Practitioner,England,Max,23972.67
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,England,Max,25944.42
Early Years Practitioner,England,Max,25944.42
Early Years Practitioner,England,Max,24265.79
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,25944.42
Early Years Practitioner,England,Max,20717.29
Early Years Practitioner,England,Max,21248.5
Early Years Practitioner,England,Max,24265.79
Early Years Practitioner,England,Max,21036.02
Early Years Practitioner,England,Max,25944.42
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,24265.79
Early Years Practitioner,England,Max,25062.33
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,26064.83
Early Years Practitioner,England,Max,22883.0
Early Years Practitioner,England,Max,25944.42
Early Years Practitioner,England,Max,43586.67
Early Years Practitioner,England,Max,43586.67
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,24265.79
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,23972.67
Early Years Practitioner,England,Max,24265.79
Early Years Practitioner,England,Max,21793.33
Early Years Practitioner,England,Max,22883.0
Early Years Practitioner,England,Max,22338.17
Early Years Practitioner,England,Max,24265.79
Early Years Practitioner,England,Max,33779.67
Early Years Practitioner,England,Max,22883.0
Early Years Practitioner,England,Max,23670.83
Early Years Practitioner,England,Max,22883.0
Early Years Practitioner,England,Max,43586.67
Early Years Practitioner,England,Max,31600.33
Early Years Practitioner,England,Max,22338.17
Early Years Practitioner,England,Max,23972.67
Early Years Practitioner,England,Max,25944.42
Early Years Practitioner,England,Max,21531.81
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,25944.42
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,23670.83
Early Years Practitioner,England,Max,42497.0
Early Years Practitioner,,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,27686.8
Early Years Practitioner,England,Max,38138.33
Early Years Practitioner,England,Max,29747.9
Early Years Practitioner,England,Max,28331.33
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,32690.0
Early Years Practitioner,England,Max,33779.67
Early Years Practitioner,England,Max,33779.67
Early Years Practitioner,,Max,26914.77
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,32014.41
Early Years Practitioner,England,Max,31164.47
Early Years Practitioner,,Max,25498.2
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,31164.47
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,14165.67
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,England,Max,26080.08
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,28876.17
Early Years Practitioner,England,Max,27623.05
Early Years Practitioner,England,Max,26080.08
Early Years Practitioner,England,Max,36830.73
Early Years Practitioner,England,Max,38138.33
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,31600.33
Early Years Practitioner,England,Max,21793.33
Early Years Practitioner,England,Max,23972.67
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,25009.49
Early Years Practitioner,England,Max,24159.55
Early Years Practitioner,England,Max,29421.0
Early Years Practitioner,England,Max,31600.33
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,26914.77
Early Years Practitioner,England,Max,35414.17
Early Years Practitioner,England,Max,26914.77
Early Years Practitioner,England,Max,35414.17
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,35414.17
Early Years Practitioner,England,Max,26152.0
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,26152.0
Early Years Practitioner,,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,26985.6
Early Years Practitioner,England,Max,42497.0
Early Years Practitioner,England,Max,24319.18
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,27623.05
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,28784.64
Early Years Practitioner,,Max,32690.0
Early Years Practitioner,England,Max,24251.62
Early Years Practitioner,England,Max,26914.77
Early Years Practitioner,England,Max,21248.5
Early Years Practitioner,England,Max,28331.33
Early Years Practitioner,England,Max,26914.77
Early Years Practitioner,England,Max,26914.77
Early Years Practitioner,England,Max,26914.77
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,48163.27
Early Years Practitioner,England,Max,24754.5
Early Years Practitioner,England,Max,20207.32
Early Years Practitioner,England,Max,21036.02
Early Years Practitioner,England,Max,25846.89
Early Years Practitioner,England,Max,22310.93
Early Years Practitioner,England,Max,26152.0
Early Years Practitioner,England,Max,25062.33
Early Years Practitioner,England,Max,23819.57
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,23819.57
Early Years Practitioner,,Max,25498.2
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,39663.87
Early Years Practitioner,England,Max,20186.08
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,27623.05
Early Years Practitioner,,Max,31617.77
Early Years Practitioner,,Max,31164.47
Early Years Practitioner,,Max,38138.33
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,25062.33
Early Years Practitioner,England,Max,32690.0
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,England,Max,22883.0
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,,Max,25498.2
Early Years Practitioner,England,Max,25443.72
Early Years Practitioner,England,Max,38138.33
Early Years Practitioner,England,Max,26152.0
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,23972.67
Early Years Practitioner,England,Max,25607.17
Early Years Practitioner,England,Max,33779.67
Early Years Practitioner,,Max,31164.47
Early Years Practitioner,England,Max,29386.68
Early Years Practitioner,England,Max,25702.19
Early Years Practitioner,England,Max,25062.33
Early Years Practitioner,England,Max,24754.5
Early Years Practitioner,,Max,29965.83
Early Years Practitioner,England,Max,30510.67
